# Initial composition
# Only next line is parsed in format: [nx] [ny] because of keyword "POINTS:"
# POINTS: 11
# x     y       composition
0	89000	0	0	0	0
207581	55000	0	0	0	0
415162	145000	0	0	0	0
622743	138000	0	0	0	0
830324	141000	0	0	0	0
1037904	137000	0	0	0	0
1245485	135000	0	0	0	0
1453661	117000	0	0	0	0
1661242	87000	0	0	0	0
1868823	72000	0	0	0	0
2076404	70000	0	0	0	0


