# Initial temperature
# Only next line is parsed in format: [nx] [ny] because of keyword "POINTS:"
# POINTS: 11
# x     y       temperature
0	89000	1600
207581	55000	1600
415162	145000	1600
622743	138000	1600
830324	141000	1600
1037904	137000	1600
1245485	135000	1600
1453661	117000	1600
1661242	87000	1600
1868823	72000	1600
2076404	70000	1600



